Rank,Song,Artist,Year,Main Emotion,anger,anticipation,disgust,fear,joy,sadness,surprise,trust
9,In My Feelings,Drake,2018,joy,5.555555555555555,16.666666666666668,5.555555555555555,0.0,27.77777777777778,16.666666666666668,0.0,27.77777777777778
10,Girls Like You,Maroon 5,2018,sadness,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0
11,Nice for What,Drake,2018,joy,16.666666666666668,0.0,16.666666666666668,16.666666666666668,33.333333333333336,16.666666666666668,0.0,0.0
12,Lucid Dreams,Juice Wrld,2018,anger,28.571428571428573,0.0,28.571428571428573,14.285714285714286,14.285714285714286,14.285714285714286,0.0,0.0
13,Better Now,Post Malone,2018,anger,0,0,0,0,0,0,0,0
14,Finesse (Remix),Bruno Mars,2018,anticipation,0.0,33.333333333333336,0.0,0.0,33.333333333333336,0.0,0.0,33.333333333333336
15,Boo'd Up,Ella Mai,2018,joy,14.285714285714286,14.285714285714286,0.0,14.285714285714286,42.857142857142854,14.285714285714286,0.0,0.0
16,New Rules,Dua Lipa,2018,joy,0.0,0.0,0.0,0.0,66.66666666666667,0.0,0.0,33.333333333333336
17,Sad!,XXXTentacion,2018,anger,22.22222222222222,11.11111111111111,11.11111111111111,22.22222222222222,11.11111111111111,22.22222222222222,0.0,0.0
18,Never Be the Same,Camila Cabello,2018,anger,33.333333333333336,0.0,22.22222222222222,33.333333333333336,0.0,11.11111111111111,0.0,0.0
19,Love Lies,Khalid,2018,joy,0.0,25.0,12.5,0.0,37.5,0.0,12.5,12.5
20,No Tears Left to Cry,Ariana Grande,2018,anger,16.666666666666668,16.666666666666668,16.666666666666668,16.666666666666668,0.0,16.666666666666668,16.666666666666668,0.0
21,Mine,Bazzi,2018,anticipation,0.0,28.571428571428573,7.142857142857143,14.285714285714286,21.428571428571427,0.0,7.142857142857143,21.428571428571427
22,Thunder,Imagine Dragons,2018,surprise,12.5,12.5,0.0,12.5,12.5,0.0,25.0,25.0
23,Look Alive,BlocBoy JB,2018,anticipation,10.0,20.0,10.0,10.0,20.0,10.0,0.0,20.0
24,Delicate,Taylor Swift,2018,anticipation,20.0,40.0,20.0,0.0,20.0,0.0,0.0,0.0
25,Yes Indeed,Lil Baby,2018,anger,36.36363636363637,0.0,18.181818181818183,18.181818181818183,9.090909090909092,18.181818181818183,0.0,0.0
26,Friends,Marshmello,2018,anger,18.181818181818183,9.090909090909092,18.181818181818183,18.181818181818183,9.090909090909092,9.090909090909092,0.0,18.181818181818183
27,Bad at Love,Halsey,2018,joy,10.526315789473685,15.789473684210526,15.789473684210526,10.526315789473685,21.05263157894737,15.789473684210526,5.2631578947368425,5.2631578947368425
28,Taste,Tyga,2018,anger,0,0,0,0,0,0,0,0
29,Let You Down,NF,2018,anticipation,0.0,33.333333333333336,11.11111111111111,11.11111111111111,11.11111111111111,11.11111111111111,0.0,22.22222222222222
30,No Limit,G-Eazy,2018,anticipation,9.523809523809524,28.571428571428573,0.0,0.0,23.80952380952381,0.0,14.285714285714286,23.80952380952381
31,Fefe,6ix9ine,2018,anger,0,0,0,0,0,0,0,0
32,Tequila,Dan + Shay,2018,anger,0,0,0,0,0,0,0,0
33,Feel It Still,Portugal. The Man,2018,fear,8.333333333333334,8.333333333333334,0.0,33.333333333333336,16.666666666666668,25.0,8.333333333333334,0.0
34,MotorSport,Migos Nicki Minaj,2018,anger,30.0,10.0,20.0,20.0,0.0,10.0,0.0,10.0
35,I Like Me Better,Lauv,2018,anger,25.0,25.0,25.0,0.0,25.0,0.0,0.0,0.0
36,Youngblood,5 Seconds of Summer,2018,anticipation,14.285714285714286,28.571428571428573,0.0,14.285714285714286,28.571428571428573,0.0,0.0,14.285714285714286
37,Whatever It Takes,Imagine Dragons,2018,sadness,20.0,10.0,0.0,20.0,0.0,30.0,10.0,10.0
38,Ric Flair Drip,Offset,2018,anticipation,0.0,50.0,0.0,0.0,0.0,0.0,50.0,0.0
39,I Fall Apart,Post Malone,2018,anger,22.22222222222222,0.0,22.22222222222222,22.22222222222222,0.0,11.11111111111111,11.11111111111111,11.11111111111111
40,Pray for Me,The Weeknd,2018,fear,13.333333333333334,6.666666666666667,13.333333333333334,26.666666666666668,6.666666666666667,20.0,6.666666666666667,6.666666666666667
41,Back to You,Selena Gomez,2018,anger,16.666666666666668,16.666666666666668,0.0,16.666666666666668,0.0,16.666666666666668,16.666666666666668,16.666666666666668
42,Sicko Mode,Travis Scott,2018,anger,20.0,10.0,20.0,0.0,20.0,10.0,10.0,10.0
43,Walk It Talk It,Migos,2018,fear,25.0,0.0,0.0,50.0,0.0,25.0,0.0,0.0
44,Gucci Gang,Lil Pump,2018,sadness,22.22222222222222,0.0,22.22222222222222,22.22222222222222,0.0,33.333333333333336,0.0,0.0
45,Him & I,G-Eazy,2018,fear,21.73913043478261,4.3478260869565215,4.3478260869565215,26.08695652173913,13.043478260869565,21.73913043478261,0.0,8.695652173913043
46,In My Blood,Shawn Mendes,2018,anticipation,0.0,50.0,0.0,50.0,0.0,0.0,0.0,0.0
47,All the Stars,Kendrick Lamar,2018,anticipation,11.11111111111111,16.666666666666668,11.11111111111111,11.11111111111111,16.666666666666668,11.11111111111111,11.11111111111111,11.11111111111111
48,Stir Fry,Migos,2018,anger,23.076923076923077,15.384615384615385,0.0,0.0,23.076923076923077,0.0,15.384615384615385,23.076923076923077
49,Too Good at Goodbyes,Sam Smith,2018,disgust,0.0,14.285714285714286,28.571428571428573,14.285714285714286,14.285714285714286,14.285714285714286,14.285714285714286,0.0
50,Love,Kendrick Lamar,2018,anger,17.857142857142858,14.285714285714286,10.714285714285714,3.5714285714285716,17.857142857142858,7.142857142857143,14.285714285714286,14.285714285714286
51,This Is America,Childish Gambino,2018,anger,17.647058823529413,11.764705882352942,5.882352941176471,5.882352941176471,17.647058823529413,11.764705882352942,11.764705882352942,17.647058823529413
52,Nonstop,Drake,2018,anger,60.0,0.0,20.0,20.0,0.0,0.0,0.0,0.0
53,Heaven,Kane Brown,2018,joy,0.0,20.0,0.0,0.0,40.0,0.0,20.0,20.0
54,Bodak Yellow,Cardi B,2018,anger,24.0,12.0,16.0,12.0,8.0,12.0,8.0,8.0
55,Freaky Friday,Lil Dicky,2018,anger,33.333333333333336,0.0,33.333333333333336,0.0,0.0,0.0,0.0,33.333333333333336
56,Gummo,6ix9ine,2018,disgust,25.0,0.0,50.0,0.0,25.0,0.0,0.0,0.0
57,Plug Walk,Rich the Kid,2018,anger,25.0,0.0,25.0,25.0,0.0,25.0,0.0,0.0
58,Wait,Maroon 5,2018,joy,9.090909090909092,9.090909090909092,18.181818181818183,9.090909090909092,27.272727272727273,18.181818181818183,0.0,9.090909090909092
59,Be Careful,Cardi B,2018,anger,25.0,12.5,25.0,12.5,0.0,12.5,0.0,12.5
60,Wolves,Selena Gomez,2018,fear,11.764705882352942,11.764705882352942,5.882352941176471,17.647058823529413,17.647058823529413,11.764705882352942,11.764705882352942,11.764705882352942
61,Bartier Cardi,Cardi B,2018,anger,22.22222222222222,11.11111111111111,22.22222222222222,22.22222222222222,0.0,22.22222222222222,0.0,0.0
62,God Is a Woman,Ariana Grande,2018,anticipation,0.0,33.333333333333336,11.11111111111111,22.22222222222222,22.22222222222222,0.0,0.0,11.11111111111111
63,Big Bank,YG,2018,trust,10.344827586206897,13.793103448275861,6.896551724137931,10.344827586206897,17.24137931034483,6.896551724137931,3.4482758620689653,31.03448275862069
64,Sorry Not Sorry,Demi Lovato,2018,anger,20.0,10.0,5.0,20.0,20.0,10.0,10.0,5.0
65,How Long,Charlie Puth,2018,joy,0.0,0.0,0.0,0.0,50.0,25.0,0.0,25.0
66,Lights Down Low,Max,2018,anticipation,11.11111111111111,22.22222222222222,0.0,22.22222222222222,22.22222222222222,0.0,11.11111111111111,11.11111111111111
67,Young Dumb & Broke,Khalid,2018,joy,5.882352941176471,29.41176470588235,5.882352941176471,5.882352941176471,35.294117647058826,5.882352941176471,11.764705882352942,0.0
68,One Kiss,Calvin Harris,2018,anticipation,5.882352941176471,23.529411764705884,5.882352941176471,5.882352941176471,23.529411764705884,5.882352941176471,11.764705882352942,17.647058823529413
69,Natural,Imagine Dragons,2018,sadness,25.0,0.0,0.0,0.0,0.0,50.0,25.0,0.0
70,You Make It Easy,Jason Aldean,2018,joy,10.0,20.0,0.0,10.0,30.0,10.0,0.0,20.0
71,Shape of You,Ed Sheeran,2018,joy,0.0,25.0,0.0,0.0,50.0,0.0,0.0,25.0
72,I Get the Bag,Gucci Mane,2018,anticipation,11.11111111111111,22.22222222222222,0.0,22.22222222222222,11.11111111111111,11.11111111111111,11.11111111111111,11.11111111111111
73,No Brainer,DJ Khaled,2018,trust,0.0,25.0,0.0,8.333333333333334,16.666666666666668,8.333333333333334,8.333333333333334,33.333333333333336
74,Plain Jane,ASAP Ferg,2018,fear,25.0,8.333333333333334,16.666666666666668,33.333333333333336,0.0,16.666666666666668,0.0,0.0
75,Sky Walker,Miguel,2018,anticipation,5.882352941176471,23.529411764705884,0.0,5.882352941176471,17.647058823529413,5.882352941176471,17.647058823529413,23.529411764705884
76,Marry Me,Thomas Rhett,2018,anticipation,9.090909090909092,18.181818181818183,0.0,0.0,18.181818181818183,18.181818181818183,18.181818181818183,18.181818181818183
77,Eastside,Benny Blanco Halsey,2018,joy,0.0,12.5,0.0,0.0,37.5,25.0,12.5,12.5
78,Call Out My Name,The Weeknd,2018,anticipation,9.090909090909092,27.272727272727273,0.0,9.090909090909092,18.181818181818183,18.181818181818183,0.0,18.181818181818183
79,King's Dead,Jay Rock Kendrick Lamar Future,2018,anger,23.80952380952381,4.761904761904762,14.285714285714286,23.80952380952381,4.761904761904762,14.285714285714286,4.761904761904762,9.523809523809524
80,Happier,Marshmello,2018,anger,18.181818181818183,9.090909090909092,9.090909090909092,18.181818181818183,9.090909090909092,9.090909090909092,18.181818181818183,9.090909090909092
81,Te Boté,Nio García Darell,2018,anger,0,0,0,0,0,0,0,0
82,Simple,Florida Georgia Line,2018,anger,33.333333333333336,33.333333333333336,0.0,0.0,33.333333333333336,0.0,0.0,0.0
83,Lemon,N.E.R.D,2018,anger,21.428571428571427,0.0,21.428571428571427,21.428571428571427,0.0,21.428571428571427,7.142857142857143,7.142857142857143
84,1-800-273-8255,Logic,2018,anger,20.0,20.0,0.0,0.0,20.0,0.0,20.0,20.0
85,Say Something,Justin Timberlake,2018,joy,0.0,0.0,0.0,0.0,50.0,0.0,0.0,50.0
86,I'm Upset,Drake,2018,anger,20.0,20.0,10.0,0.0,20.0,10.0,0.0,20.0
87,Get Along,Kenny Chesney,2018,joy,0.0,20.0,0.0,0.0,60.0,0.0,0.0,20.0
88,Moonlight,XXXTentacion,2018,trust,14.285714285714286,14.285714285714286,14.285714285714286,14.285714285714286,0.0,14.285714285714286,0.0,28.571428571428573
89,What Lovers Do,Maroon 5,2018,joy,0.0,14.285714285714286,14.285714285714286,0.0,42.857142857142854,0.0,14.285714285714286,14.285714285714286
90,X,Nicky Jam,2018,anger,25.0,0.0,25.0,25.0,0.0,25.0,0.0,0.0
91,Outside Today,YoungBoy Never Broke Again,2018,fear,11.11111111111111,0.0,22.22222222222222,33.333333333333336,0.0,22.22222222222222,0.0,11.11111111111111
92,Trip,Ella Mai,2018,joy,0.0,0.0,0.0,0.0,44.44444444444444,0.0,22.22222222222222,33.333333333333336
93,Dura,Daddy Yankee,2018,anger,0,0,0,0,0,0,0,0
94,Changes,XXXTentacion,2018,anger,33.333333333333336,0.0,33.333333333333336,0.0,0.0,33.333333333333336,0.0,0.0
95,Mercy,Brett Young,2018,anger,25.0,0.0,12.5,25.0,0.0,25.0,12.5,0.0
96,One Number Away,Luke Combs,2018,joy,0.0,0.0,20.0,0.0,40.0,0.0,0.0,40.0
97,Powerglide,Rae Sremmurd,2018,joy,0.0,0.0,0.0,0.0,66.66666666666667,0.0,0.0,33.333333333333336
98,IDGAF,Dua Lipa,2018,anticipation,14.285714285714286,21.428571428571427,7.142857142857143,7.142857142857143,21.428571428571427,7.142857142857143,7.142857142857143,14.285714285714286
99,Mi Gente,J Balvin,2018,anger,0,0,0,0,0,0,0,0
100,Believer,Imagine Dragons,2018,fear,10.0,10.0,0.0,20.0,20.0,10.0,10.0,20.0
